,name,size,monster_type,alignment,ac,hp,strength,str_mod,dex,dex_mod,con,con_mod,intel,int_mod,wis,wis_mod,cha,cha_mod,senses,languages,cr,str_save,dex_save,con_save,int_save,wis_save,cha_save,speed,swim,fly,climb,burrow,number_legendary_actions,history,perception,stealth,persuasion,insight,deception,arcana,religion,acrobatics,athletics,intimidation,info,action_1,action_2,action_3,action_4,action_5,action_6,action_7,action_8,action_9,action_10,legend_action_1,legend_action_2,legend_action_3,legend_action_4,legend_action_5
193,Marilith,Large,Fiend (demon),chaotic evil,18,189,18,4,20,5,20,5,18,4,16,3,20,5,"Truesight 120 Ft., passive Perception 13","Abyssal, Telepathy 120 Ft.",16,+9,,+10,,+8,+10,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Magic Resistance. The marilith has advantage on saving throws against spells and other magical effects. | Magic Weapons. The marilith's weapon attacks are magical. | Reactive. The marilith can take one reaction on every turn in combat.,Multiattack. The marilith can make seven attacks: six with its longswords and one with its tail.,"Longsword. Melee Weapon Attack: +9 to hit, reach 5 ft., one target. Hit: (2d8 + 4) slashing damage.","Tail. Melee Weapon Attack: +9 to hit, reach 10 ft., one creature. Hit: (2d10 + 4) bludgeoning damage. If the target is Medium or smaller, it is grappled (escape DC 19). Until this grapple ends, the target is restrained, the marilith can automatically hit the target with its tail, and the marilith can't make tail attacks against other targets","Teleport. The marilith magically teleports, along with any equipment it is wearing or carrying, up to 120 feet to an unoccupied space it can see.",Reactions,"Parry. The marilith adds 5 to its AC against one melee attack that would hit it. To do so, the marilith must see the attacker and be wielding a melee weapon.",,,,,,,,,
194,Mastiff,Medium,Beast,unaligned,12,5,13,1,14,2,12,1,3,-4,12,1,7,-2,passive Perception 13,,1/8,,,,,,,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Keen Hearing and Smell. The mastiff has advantage on Wisdom (Perception) checks that rely on hearing or smell.,"Bite. Melee Weapon Attack: +3 to hit, reach 5 ft., one target. Hit: (1d6 + 1) piercing damage. If the target is a creature, it must succeed on a DC 11 Strength saving throw or be knocked prone",,,,,,,,,,,,,,
195,Medusa,Medium,Monstrosity,lawful evil,15,127,10,0,15,2,16,3,12,1,13,1,15,2,"Darkvision 60 Ft., passive Perception 14",Common,6,,,,,,,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Petrifying Gaze. When a creature that can see the medusa's eyes starts its turn within 30 ft. of the medusa, the medusa can force it to make a DC 14 Constitution saving throw if the medusa isn't incapacitated and can see the creature. If the saving throw fails by 5 or more, the creature is instantly petrified. Otherwise, a creature that fails the save begins to turn to stone and is restrained. The restrained creature must repeat the saving throw at the end of its next turn, becoming petrified on a failure or ending the effect on a success. The petrification lasts until the creature is freed by the greater restoration spell or other magic. Unless surprised, a creature can avert its eyes to avoid the saving throw at the start of its turn. If the creature does so, it can't see the medusa until the start of its next turn, when it can avert its eyes again. If the creature looks at the medusa in the meantime, it must immediately make the save. If the medusa sees itself reflected on a polished surface within 30 ft. of it and in an area of bright light, the medusa is, due to its curse, affected by its own gaze.",Multiattack. The medusa makes either three melee attacks — one with its snake hair and two with its shortsword — or two ranged attacks with its longbow.,"Snake Hair. Melee Weapon Attack: +5 to hit, reach 5 ft., one creature. Hit: (1d4 + 2) piercing damage plus (4d6)poison damage.","Shortsword. Melee Weapon Attack: +5 to hit, reach 5 ft., one target. Hit: (1d6 + 2) piercing damage.","Longbow. Ranged Weapon Attack: +5 to hit, reach 150/600 ft., one target. Hit: (1d8 + 2) piercing damage plus (2d6)poison damage.",,,,,,,,,,,
196,Merfolk,Medium,Humanoid (merfolk),neutral,11,11,10,0,13,1,12,1,11,0,11,0,12,1,passive Perception 12,"Aquan, Common",1/8,,,,,,,10,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Amphibious. The merfolk can breathe air and water.,"Spear. Melee Weapon Attack: +2 to hit, reach 5 ft., one target. Hit: (1d8) piercing damage. two handed","Spear. Melee Weapon Attack: +2 to hit, reach 5 ft., one target. Hit: (1d6) piercing damage.","Spear. Ranged Weapon Attack: +2 to hit, reach 20/60 ft., one target. Hit: (1d6) piercing damage.",,,,,,,,,,,,
197,Merrow,Large,Monstrosity,chaotic evil,13,45,18,4,10,0,15,2,8,-1,10,0,9,-1,,"Abyssal, Aquan",2,,,,,,,10,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Amphibious. The merrow can breathe air and water.,Multiattack. The merrow makes two attacks: one with its bite and one with its claws or harpoon.,"Bite. Melee Weapon Attack: +6 to hit, reach 5 ft., one target. Hit: (1d8 + 4) piercing damage.","Claws. Melee Weapon Attack: +6 to hit, reach 5 ft., one target. Hit: (2d4 + 4) slashing damage.","Harpoon. Melee Weapon Attack: +6 to hit, reach 5 ft., one target. Hit: (2d6 + 4) piercing damage.","Harpoon. Ranged Weapon Attack: +6 to hit, reach 20/60 ft., one target. Hit: (2d6 + 4) piercing damage.",,,,,,,,,,
198,Mimic,Medium,Monstrosity (shapechanger),neutral,12,58,17,3,12,1,15,2,5,-3,13,1,8,-1,"Darkvision 60 Ft., passive Perception 11",,2,,,,,,,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Shapechanger. The mimic can use its action to polymorph into an object or back into its true, amorphous form. Its statistics are the same in each form. Any equipment it is wearing or carrying isn 't transformed. It reverts to its true form if it dies. | Adhesive (Object Form Only). The mimic adheres to anything that touches it. A Huge or smaller creature adhered to the mimic is also grappled by it (escape DC 13). Ability checks made to escape this grapple have disadvantage. | False Appearance (Object Form Only). While the mimic remains motionless, it is indistinguishable from an ordinary object. | Grappler. The mimic has advantage on attack rolls against any creature grappled by it.","Pseudopod. Melee Weapon Attack: +5 to hit, reach 5 ft., one target. Hit: (1d8 + 3) bludgeoning damage. If the mimic is in object form, the target is subjected to its Adhesive trait","Bite. Melee Weapon Attack: +5 to hit, reach 5 ft., one target. Hit: (1d8 + 3) piercing damage plus (1d8)acid damage.",,,,,,,,,,,,,
199,Minotaur,Large,Monstrosity,chaotic evil,14,76,18,4,11,0,16,3,6,-2,16,3,9,-1,"Darkvision 60 Ft., passive Perception 17",Abyssal,3,,,,,,,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Charge. If the minotaur moves at least 10 ft. straight toward a target and then hits it with a gore attack on the same turn, the target takes an extra 9 (2d8) piercing damage. If the target is a creature, it must succeed on a DC 14 Strength saving throw or be pushed up to 10 ft. away and knocked prone. | Labyrinthine Recall. The minotaur can perfectly recall any path it has traveled. | Reckless. At the start of its turn, the minotaur can gain advantage on all melee weapon attack rolls it makes during that turn, but attack rolls against it have advantage until the start of its next turn.","Greataxe. Melee Weapon Attack: +6 to hit, reach 5 ft., one target. Hit: (2d12 + 4) slashing damage.","Gore. Melee Weapon Attack: +6 to hit, reach 5 ft., one target. Hit: (2d8 + 4) piercing damage.",,,,,,,,,,,,,
200,Minotaur Skeleton,Large,Undead,lawful evil,12,67,18,4,11,0,15,2,6,-2,8,-1,5,-3,"Darkvision 60 Ft., passive Perception 9",Understands Abyssal But Can't Speak,2,,,,,,,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Charge. If the skeleton moves at least 10 feet straight toward a target and then hits it with a gore attack on the same turn, the target takes an extra 9 (2d8) piercing damage. If the target is a creature, it must succeed on a DC 14 Strength saving throw or be pushed up to 10 feet away and knocked prone.","Greataxe. Melee Weapon Attack: +6 to hit, reach 5 ft., one target. Hit: (2d12 + 4) slashing damage.","Gore. Melee Weapon Attack: +6 to hit, reach 5 ft., one target. Hit: (2d8 + 4) piercing damage.",,,,,,,,,,,,,
201,Mule,Medium,Beast,unaligned,10,11,14,2,10,0,13,1,2,-4,10,0,5,-3,,,1/8,,,,,,,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Beast of Burden. The mule is considered to be a Large animal for the purpose of determining its carrying capacity. | Sure-Footed. The mule has advantage on Strength and Dexterity saving throws made against effects that would knock it prone.,"Hooves. Melee Weapon Attack: +2 to hit, reach 5 ft., one target. Hit: (1d4 + 2) bludgeoning damage.",,,,,,,,,,,,,,
202,Mummy,Medium,Undead,lawful evil,11,58,16,3,8,-1,15,2,6,-2,10,0,12,1,"Darkvision 60 Ft., passive Perception 10",The Languages It Knew In Life,3,,,,,+2,,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Multiattack. The mummy can use its Dreadful Glare and makes one attack with its rotting fist.,"Rotting Fist. Melee Weapon Attack: +5 to hit, reach 5 ft., one target. Hit: (2d6 + 3) bludgeoning damage plus (3d6)necrotic damage. If the target is a creature, it must succeed on a DC 12 Constitution saving throw or be cursed with mummy rot. The cursed target can't regain hit points, and its hit point maximum decreases by 10 (3d6) for every 24 hours that elapse. If the curse reduces the target's hit point maximum to 0, the target dies, and its body turns to dust. The curse lasts until removed by the remove curse spell or other magic","Dreadful Glare. The mummy targets one creature it can see within 60 ft. of it. If the target can see the mummy, it must succeed on a DC 11 Wisdom saving throw against this magic or become frightened until the end of the mummy's next turn. If the target fails the saving throw by 5 or more, it is also paralyzed for the same duration. A target that succeeds on the saving throw is immune to the Dreadful Glare of all mummies (but not mummy lords) for the next 24 hours.",,,,,,,,,,,,
203,Mummy Lord,Medium,Undead,lawful evil,17,97,18,4,10,0,17,3,11,0,18,4,16,3,"Darkvision 60 Ft., passive Perception 14",The Languages It Knew In Life,15,,,+8,+5,+9,+8,20,0,0,0,0,5,5,0,0,0,0,0,0,5,0,0,0,"Magic Resistance. The mummy lord has advantage on saving throws against spells and other magical effects. | Rejuvenation. A destroyed mummy lord gains a new body in 24 hours if its heart is intact, regaining all its hit points and becoming active again. The new body appears within 5 feet of the mummy lord's heart. | Spellcasting. The mummy lord is a 10th-level spellcaster. Its spellcasting ability is Wisdom (spell save DC 17, +9 to hit with spell attacks). The mummy lord has the following cleric spells prepared: • Cantrips (at will): sacred flame, thaumaturgy • 1st level (4 slots): command, guiding bolt, shield of faith • 2nd level (3 slots): hold person, silence, spiritual weapon • 3rd level (3 slots): animate dead, dispel magic • 4th level (3 slots): divination, guardian of faith • 5th level (2 slots): contagion, insect plague • 6th level (1 slot): harm",Multiattack. The mummy can use its Dreadful Glare and makes one attack with its rotting fist.,"Rotting Fist. Melee Weapon Attack: +9 to hit, reach 5 ft., one target. Hit: (3d6 + 4) bludgeoning damage plus (6d6)necrotic damage. If the target is a creature, it must succeed on a DC 16 Constitution saving throw or be cursed with mummy rot. The cursed target can't regain hit points, and its hit point maximum decreases by 10 (3d6) for every 24 hours that elapse. If the curse reduces the target's hit point maximum to 0, the target dies, and its body turns to dust. The curse lasts until removed by the remove curse spell or other magic","Dreadful Glare. The mummy lord targets one creature it can see within 60 feet of it. If the target can see the mummy lord, it must succeed on a DC 16 Wisdom saving throw against this magic or become frightened until the end of the mummy's next turn. If the target fails the saving throw by 5 or more, it is also paralyzed for the same duration. A target that succeeds on the saving throw is immune to the Dreadful Glare of all mummies and mummy lords for the next 24 hours.",,,,,,,,Attack.The mummy lord makes one attack with its rotting fist or uses its Dreadful Glare.,Blinding Dust.Blinding dust and sand swirls magically around the mummy lord. Each creature within 5 feet of the mummy lord must succeed on a DC 16 Constitution saving throw or be blinded until the end of the creature's next turn.,Blasphemous Word (Costs 2 Actions).The mummy lord utters a blasphemous word. Each non-undead creature within 10 feet of the mummy lord that can hear the magical utterance must succeed on a DC 16 Constitution saving throw or be stunned until the end of the mummy lord's next turn.,"Channel Negative Energy (Costs 2 Actions).The mummy lord magically unleashes negative energy. Creatures within 60 feet of the mummy lord, including ones behind barriers and around corners, can't regain hit points until the end of the mummy lord's next turn.","Whirlwind of Sand (Costs 2 Actions).The mummy lord magically transforms into a whirlwind of sand, moves up to 60 feet, and reverts to its normal form. While in whirlwind form, the mummy lord is immune to all damage, and it can't be grappled, petrified, knocked prone, restrained, or stunned. Equipment worn or carried by the mummy lord remain in its possession."
204,Nalfeshnee,Large,Fiend (demon),chaotic evil,18,184,21,5,10,0,22,6,19,4,12,1,15,2,"Truesight 120 Ft., passive Perception 11","Abyssal, Telepathy 120 Ft.",13,,,+11,+9,+6,+7,20,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Magic Resistance. The nalfeshnee has advantage on saving throws against spells and other magical effects.,Multiattack. The nalfeshnee uses Horror Nimbus if it can. It then makes three attacks: one with its bite and two with its claws.,"Bite. Melee Weapon Attack: +10 to hit, reach 5 ft., one target. Hit: (5d10 + 5) piercing damage.","Claw. Melee Weapon Attack: +10 to hit, reach 10 ft., one target. Hit: (3d6 + 5) slashing damage.","Horror Nimbus (Recharge 5-6). The nalfeshnee magically emits scintillating, multicolored light. Each creature within 15 feet of the nalfeshnee that can see the light must succeed on a DC 15 Wisdom saving throw or be frightened for 1 minute. A creature can repeat the saving throw at the end of each of its turns, ending the effect on itself on a success. If a creature's saving throw is successful or the effect ends for it, the creature is immune to the nalfeshnee's Horror Nimbus for the next 24 hours.","Teleport. The nalfeshnee magically teleports, along with any equipment it is wearing or carrying, up to 120 feet to an unoccupied space it can see.",,,,,,,,,,
205,Night Hag,Medium,Fiend,neutral evil,17,112,18,4,15,2,16,3,16,3,14,2,16,3,"Darkvision 120 Ft., passive Perception 16","Abyssal, Common, Infernal, Primordial",5,,,,,,,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Innate Spellcasting. The hag's innate spellcasting ability is Charisma (spell save DC 14, +6 to hit with spell attacks). She can innately cast the following spells, requiring no material components: At will: detect magic, magic missile 2/day each: plane shift (self only), ray of enfeeblement, sleep | Magic Resistance. The hag has advantage on saving throws against spells and other magical effects. | Night Hag Items. A night hag carries two very rare magic items that she must craft for herself If either object is lost, the night hag will go to great lengths to retrieve it, as creating a new tool takes time and effort. Heartstone: This lustrous black gem allows a night hag to become ethereal while it is in her possession. The touch of a heartstone also cures any disease. Crafting a heartstone takes 30 days. Soul Bag: When an evil humanoid dies as a result of a night hag's Nightmare Haunting, the hag catches the soul in this black sack made of stitched flesh. A soul bag can hold only one evil soul at a time, and only the night hag who crafted the bag can catch a soul with it. Crafting a soul bag takes 7 days and a humanoid sacrifice (whose flesh is used to make the bag).","Claws (Hag Form Only). Melee Weapon Attack: +7 to hit, reach 5 ft., one target. Hit: (2d8 + 4) slashing damage.","Change Shape. The hag magically polymorphs into a Small or Medium female humanoid, or back into her true form. Her statistics are the same in each form. Any equipment she is wearing or carrying isn't transformed. She reverts to her true form if she dies.","Etherealness. The hag magically enters the Ethereal Plane from the Material Plane, or vice versa. To do so, the hag must have a heartstone in her possession.","Nightmare Haunting (1/Day). While on the Ethereal Plane, the hag magically touches a sleeping humanoid on the Material Plane. A protection from evil and good spell cast on the target prevents this contact, as does a magic circle. As long as the contact persists, the target has dreadful visions. If these visions last for at least 1 hour, the target gains no benefit from its rest, and its hit point maximum is reduced by 5 (1d10). If this effect reduces the target's hit point maximum to 0, the target dies, and if the target was evil, its soul is trapped in the hag's soul bag. The reduction to the target's hit point maximum lasts until removed by the greater restoration spell or similar magic.",,,,,,,,,,,
